znacka,model,cena,rok,stav,najeto,palivo,vykon,prevodovka
Volkswagen,Passat,648000,2022,Ojeté,73184,Nafta,110,Automatická
Volkswagen,Arteon Shooting Brake,548000,2021,Ojeté,136500,Nafta,110,Manuální
Jeep,Wrangler,968000,2019,Ojeté,73479,Nafta,147,Automatická
Škoda,Fabia,378000,2021,Ojeté,60229,Benzín,81,Automatická
Volkswagen,T-Cross,348000,2020,Ojeté,53218,Benzín,70,Manuální
Škoda,Octavia,598000,2024,Ojeté,19479,Nafta,85,Manuální
Škoda,Karoq,548000,2020,Ojeté,73820,Benzín,110,Automatická
Škoda,Kodiaq,1198000,2024,Ojeté,16089,Nafta,142,Automatická
Seat,Ateca,528000,2019,Ojeté,118272,Benzín,140,Automatická
Land Rover,Defender,2699000,2026,Nové,0,Nafta,257,Automatická
Ford,Puma,611800,2026,Nové,10,Benzín,92,Automatická
Audi,A6,724790,2020,Ojeté,177000,Hybridní,270,Automatická
Škoda,Octavia,586000,2021,Ojeté,50256,Benzín,150,Automatická
Renault,Clio,159990,2018,Ojeté,90460,Benzín,66,Manuální
Škoda,Fabia,378000,2023,Ojeté,58845,Benzín,70,Automatická
Mercedes-Benz,GLS,1350415,2019,Ojeté,131000,Nafta,190,Automatická
Volkswagen,Touran,388000,2018,Ojeté,108866,Benzín,110,Automatická
Škoda,Octavia,368000,2022,Ojeté,158450,Nafta,85,Manuální
Peugeot,2008,389000,2020,Ojeté,89800,Elektro,100,
Volkswagen,Passat,325000,2015,Ojeté,208139,Nafta,140,Automatická
Škoda,Kodiaq,728000,2022,Ojeté,110173,Nafta,147,Automatická
Škoda,Fabia,233000,2021,Ojeté,55034,Benzín,70,Manuální
Peugeot,Traveller,599000,2019,Ojeté,169000,Nafta,130,Automatická
Mercedes-Benz,CLS,1066119,2018,Ojeté,111000,Nafta,250,Automatická
Škoda,Kamiq,528000,2024,Ojeté,19420,Benzín,85,Automatická
Škoda,Kodiaq,848000,2023,Ojeté,24180,Benzín,110,Automatická
Škoda,Scala,378000,2021,Ojeté,72416,Benzín,110,Manuální
Škoda,Octavia,411000,2020,Ojeté,79777,Benzín,110,Manuální
Škoda,Yeti,275000,2014,Ojeté,206000,Nafta,103,Automatická
Volkswagen,Tiguan,428000,2018,Ojeté,97371,Nafta,85,Manuální
Ford,Kuga,228000,2011,Ojeté,87000,Nafta,120,Manuální
Volkswagen,Golf,60000,2005,Ojeté,227011,Benzín,85,Manuální
Toyota,C-HR,550000,2021,Ojeté,59493,Hybridní,135,Automatická
Kia,ProCeed,595000,2021,Ojeté,57500,Benzín,150,Automatická
Cupra,Formentor,1179000,2025,Nové,920,Benzín,245,Automatická
Mercedes-Benz,CLS,1019095,2020,Ojeté,142000,Nafta,143,Automatická
Renault,Thalia,80000,2012,Ojeté,19830,Benzín,55,Manuální
Mitsubishi,ASX,260000,2018,Ojeté,92145,Benzín,86,Manuální
Peugeot,2008,329000,2021,Ojeté,106989,Benzín,74,Manuální
Škoda,Karoq,470000,2017,Ojeté,66121,Nafta,110,Manuální
Hyundai,i30,160000,2015,Ojeté,134045,Nafta,81,Manuální
Honda,CR-V,190000,2011,Ojeté,185434,Nafta,110,Automatická
Mercedes-Benz,Třídy A,1329000,2023,Ojeté,29261,Benzín,310,Automatická
Toyota,Proace City,320000,2022,Ojeté,5809,Benzín,81,Manuální
BMW,X3,550000,2017,Ojeté,177648,Nafta,195,Automatická
Mercedes-Benz,Třídy E,619000,2017,Ojeté,126500,Nafta,190,Automatická
Citroën,C4,130000,2013,Ojeté,134804,Nafta,68,Manuální
Hyundai,i20,160000,2013,Ojeté,25500,Benzín,63,Manuální
Hyundai,Tucson,380000,2019,Ojeté,50426,Nafta,85,Manuální
Škoda,Yeti,334900,2015,Ojeté,78000,Nafta,81,Manuální
BMW,Řada 4,869000,2022,Ojeté,78184,Nafta,140,Automatická
Kia,Cee´d,150000,2013,Ojeté,128846,Benzín,99,Manuální
Hyundai,i20,150000,2017,Ojeté,158946,Benzín,55,Manuální
Škoda,Octavia,160000,2017,Ojeté,202874,Nafta,81,Manuální
MG,ZS,350000,2022,Ojeté,40610,Benzín,78,Manuální
Ford,Tourneo Connect,872410,2026,Nové,10,Benzín,85,Automatická
Škoda,Octavia,70000,2011,Ojeté,373177,Nafta,77,Manuální
Kia,Cee´d,230000,2017,Ojeté,91229,Nafta,100,Manuální
MG,ZS,372000,2024,Ojeté,16652,Benzín,78,Manuální
Škoda,Karoq,480000,2020,Ojeté,118345,Benzín,110,Automatická
Volkswagen,Tiguan,450000,2019,Ojeté,180362,Benzín,110,Automatická
Škoda,Kodiaq,500000,2019,Ojeté,181756,Nafta,140,Automatická
Hyundai,Coupé,19000,1999,Ojeté,128825,Benzín,102,Manuální
Škoda,Octavia,489000,2022,Ojeté,168900,Nafta,110,Automatická
MG,ZS,490000,2025,,14222,Benzín,85,Manuální
Volvo,V90,440000,2018,Ojeté,187700,Nafta,140,Automatická
Kia,Cee´d,160000,2018,Ojeté,152600,Nafta,100,Manuální
Hyundai,i30,300000,2020,Ojeté,59374,Nafta,100,Manuální
Volkswagen,Tiguan,260000,2012,Ojeté,190241,Nafta,103,Manuální
Škoda,Kodiaq,920000,2024,Ojeté,35021,Nafta,110,Automatická
Mercedes-Benz,CLS,907808,2018,Ojeté,130238,Nafta,190,Automatická
Hyundai,i30,120000,2014,Ojeté,240100,Nafta,81,Manuální
Volkswagen,Passat,289000,2019,Ojeté,255000,Nafta,110,Manuální
Škoda,Kodiaq,565000,2017,Ojeté,142800,Nafta,140,Automatická
Peugeot,307,25000,2003,Ojeté,313890,Benzín,80,Manuální
Volkswagen,Passat Variant,125000,2012,Ojeté,333231,Nafta,103,Manuální
Volkswagen,Lupo,19500,2000,Ojeté,219176,Benzín,37,Manuální
Hyundai,Tucson,699000,2026,Ojeté,1,Benzín,110,Manuální
Dacia,Logan,170000,2020,Ojeté,45700,Benzín,54,Manuální
Hyundai,ix35,269000,2012,Ojeté,114600,Nafta,,Automatická
Škoda,Octavia,120000,2011,Ojeté,230665,Nafta,77,Manuální
Kia,EV6,1419000,2025,Nové,1,Elektro,239,Automatická
Fiat,Panda,299000,2024,Ojeté,43500,Hybridní,52,Manuální
Renault,Mégane,80000,2011,Ojeté,167163,Nafta,81,Manuální
Volkswagen,Arteon Shooting Brake,750000,2023,Ojeté,70963,Nafta,110,Automatická
Audi,A3,260000,2014,Ojeté,111184,Benzín,81,Automatická
Kia,Cee´d,160000,2017,Ojeté,117413,Benzín,73,Manuální
Audi,A3,320000,2017,Ojeté,166955,Nafta,85,Manuální
Hyundai,i30,120000,2012,Ojeté,112361,Benzín,80,Manuální
Honda,CR-V,1135000,2024,Ojeté,13700,Benzín,,Automatická
Hyundai,Tucson,699000,2026,Ojeté,5,Benzín,110,Manuální
Hyundai,ix35,160000,2011,Ojeté,123494,Benzín,120,Manuální
Volkswagen,Touran,130000,2009,Ojeté,207341,Benzín,103,Automatická
Nissan,Qashqai,280000,2014,Ojeté,39902,Benzín,85,Manuální
Škoda,Yeti,250000,2013,Ojeté,99501,Benzín,90,Manuální
Škoda,Yeti,220000,2016,Ojeté,197475,Nafta,81,Manuální
Mercedes-Benz,CLA,665000,2022,Ojeté,80450,Hybridní,160,Automatická
Volkswagen,Touran,238000,2014,Ojeté,156167,Nafta,103,Manuální
Audi,A3,279000,2014,Ojeté,181145,Nafta,135,Manuální
Audi,A3,270000,2014,Ojeté,158440,Benzín,92,Manuální
Nissan,Qashqai,320000,2018,Ojeté,164866,Nafta,96,Automatická
Hyundai,ix35,209000,2012,Ojeté,79190,Nafta,85,Manuální
Hyundai,ix35,319000,2015,Ojeté,67079,Nafta,135,Automatická
Škoda,Yeti,240000,2015,Ojeté,123591,Benzín,77,Manuální
Škoda,Yeti,199000,2012,Ojeté,180394,Nafta,103,Manuální
Volkswagen,Touran,150000,2013,Ojeté,231478,Nafta,77,Manuální
Audi,A3,230000,2014,Ojeté,174634,Nafta,110,Manuální
Hyundai,ix35,215000,2012,Ojeté,116976,Nafta,100,Manuální
Volkswagen,Touran,120000,2007,Ojeté,98814,Benzín,103,Automatická
Hyundai,ix35,199000,2012,Ojeté,147131,Nafta,100,Manuální
Ford,Fiesta,249000,2018,Ojeté,77759,Benzín,74,Manuální
Škoda,Yeti,240000,2014,Ojeté,156770,Nafta,81,Manuální
Kia,Cee´d,339000,2021,Ojeté,90071,Benzín,118,Manuální
BMW,Řada 3,210000,2010,Ojeté,218212,Benzín,200,Automatická
BMW,Řada 3,200000,2014,Ojeté,240391,Nafta,160,Manuální
Škoda,Rapid,210000,2018,Ojeté,74325,Benzín,70,Manuální
Škoda,Rapid,150000,2015,Ojeté,156027,Nafta,77,Manuální
Kia,Cee´d,210000,2017,Ojeté,70832,Benzín,99,Manuální
Škoda,Rapid,145000,2013,Ojeté,196180,Nafta,77,Manuální
BMW,i3,480000,2021,Ojeté,33299,Elektro,125,Automatická
BMW,Řada 3,250000,2013,Ojeté,186277,Nafta,120,Automatická
Škoda,Rapid,270000,2018,Ojeté,114547,Benzín,70,Automatická
Nissan,Qashqai,259000,2015,Ojeté,55597,Benzín,85,Manuální
BMW,Řada 3,110000,2011,Ojeté,258135,Nafta,135,Manuální
BMW,Řada 3,339000,2016,Ojeté,174625,Nafta,110,Automatická
Škoda,Rapid,200000,2014,Ojeté,71435,Benzín,77,Manuální
Nissan,Qashqai,290000,2016,Ojeté,139027,Nafta,96,Manuální
Ford,Explorer,890107,2026,Nové,15,Elektro,125,Automatická
Nissan,Qashqai,335000,2015,Ojeté,36302,Benzín,120,Manuální
Volkswagen,Touran,155000,2011,Ojeté,196456,Nafta,77,Manuální
Hyundai,i30,305000,2020,Ojeté,71806,Benzín,80,Manuální
Kia,Sportage,260000,2015,Ojeté,115755,Benzín,99,Manuální
Hyundai,i30,170000,2012,Ojeté,96275,Benzín,88,Manuální
Ford,Kuga,225000,2014,Ojeté,172070,Nafta,103,Automatická
Kia,Sportage,240000,2014,Ojeté,159458,Nafta,100,Manuální
Hyundai,i30,300000,2017,Ojeté,107090,Benzín,103,Automatická
Kia,Cee´d,329000,2022,Ojeté,126495,Benzín,118,Manuální
Kia,Cee´d,375000,2021,Ojeté,72539,Benzín,118,Automatická
Ford,Kuga,445000,2020,Ojeté,85318,Benzín,110,Manuální
Hyundai,Tucson,390000,2017,Ojeté,80417,Benzín,130,Manuální
Kia,Sportage,189000,2013,Ojeté,126808,Nafta,85,Manuální
Mercedes-Benz,AMG GT,2399000,2019,Ojeté,27376,Benzín,350,Automatická
Hyundai,i30,240000,2020,Ojeté,125910,Benzín,85,Manuální
Ford,Kuga,204000,2015,Ojeté,160634,Benzín,110,Manuální
Kia,Sportage,282000,2014,Ojeté,102235,Nafta,135,Manuální
Kia,Sportage,290000,2016,Ojeté,149180,Nafta,100,Manuální
Ford,Kuga,479000,2021,Ojeté,38000,Benzín,110,Manuální
Ford,Kuga,165000,2011,Ojeté,167845,Nafta,120,Automatická
Kia,Cee´d,260000,2020,Ojeté,54066,Benzín,73,Manuální
Hyundai,i30,200000,2017,Ojeté,187216,Nafta,81,Manuální
Hyundai,Tucson,385000,2020,Ojeté,103380,Nafta,100,Manuální
Hyundai,Tucson,450000,2020,Ojeté,110001,Nafta,136,Manuální
Hyundai,Tucson,509000,2021,Ojeté,75700,Benzín,110,Automatická
Renault,Mégane,270000,2019,Ojeté,99912,Benzín,103,Manuální
Opel,Astra,119000,2016,Ojeté,152488,Nafta,81,Manuální
Hyundai,Tucson,325000,2018,Ojeté,118770,Benzín,97,Manuální
Opel,Astra,180000,2018,Ojeté,124828,Nafta,81,Manuální
Renault,Mégane,89000,2012,Ojeté,100108,Benzín,74,Manuální
Audi,A4,430000,2017,Ojeté,131347,Benzín,140,Automatická
Opel,Astra,80000,2005,Ojeté,168508,Benzín,77,Manuální
Audi,A4,240000,2013,Ojeté,149120,Nafta,100,Manuální
Volvo,XC90,629000,2016,Ojeté,192873,Nafta,177,Automatická
Mercedes-Benz,AMG GT,2599000,2020,Ojeté,32188,Benzín,410,Automatická
Audi,A4,360000,2017,Ojeté,171062,Nafta,110,Manuální
Renault,Mégane,289000,2016,Ojeté,131936,Benzín,151,Automatická
Audi,A4,450000,2020,Ojeté,155069,Nafta,120,Automatická
Opel,Astra,184000,2016,Ojeté,117368,Benzín,92,Manuální
Renault,Mégane,360000,2019,Ojeté,91662,Benzín,117,Automatická
Renault,Mégane,129000,2014,Ojeté,149998,Benzín,85,Manuální
Opel,Astra,420000,2023,Ojeté,14771,Benzín,81,Manuální
Audi,A4,370000,2017,Ojeté,163437,Benzín,140,Automatická
Škoda,Fabia,330000,2021,Ojeté,66775,Benzín,70,Automatická
Hyundai,Tucson,430000,2019,Ojeté,110296,Benzín,130,Manuální
Dodge,Ram,1699000,2020,Ojeté,7600,Nafta,276,Automatická
Land Rover,Range Rover Evoque,1149000,2024,Ojeté,13784,Nafta,150,Automatická
Škoda,Fabia,80000,2011,Ojeté,140769,Benzín,51,Manuální
Dacia,Duster,380000,2020,Ojeté,72888,Nafta,85,Manuální
Volkswagen,Golf,140000,2015,Ojeté,274635,Nafta,81,Manuální
Hyundai,Tucson,300000,2017,Ojeté,101804,Nafta,85,Manuální
Volkswagen,Golf,210000,2016,Ojeté,125544,Nafta,81,Manuální
Ford,S-MAX,260000,2017,Ojeté,225335,Nafta,132,Automatická
Škoda,Fabia,260000,2021,Ojeté,123703,Benzín,59,Manuální
Peugeot,3008,40000,2009,Ojeté,272559,Benzín,88,Manuální
Fiat,Bravo,40000,2007,Ojeté,231194,Benzín,66,Manuální
Dacia,Duster,290000,2021,Ojeté,50678,Benzín,74,Manuální
Škoda,Fabia,50000,2005,Ojeté,161691,Benzín,55,Manuální
BMW,Řada 3,100000,2009,Ojeté,268437,Benzín,105,Manuální
Kia,Cee´d,60000,2009,Ojeté,195630,Benzín,80,Manuální
Ford,Kuga,360000,2018,Ojeté,91456,Benzín,110,Manuální
Citroën,C3,40000,2009,Ojeté,207401,Benzín,44,Manuální
Škoda,Fabia,230000,2014,Ojeté,104571,Benzín,66,Manuální
Ford,S-MAX,299000,2018,Ojeté,196953,Nafta,140,Automatická
Škoda,Fabia,230000,2020,Ojeté,146639,Benzín,81,Manuální
Volkswagen,Golf,195000,2014,Ojeté,139283,Benzín,90,Manuální
Ford,Mondeo,249000,2016,Ojeté,114143,Benzín,118,Manuální
Škoda,Fabia,240000,2018,Ojeté,57298,Benzín,81,Manuální
Ford,S-MAX,340000,2017,Ojeté,107620,Nafta,110,Automatická
Ford,S-MAX,175000,2011,Ojeté,188838,Nafta,103,Manuální
Volkswagen,Golf,299000,2015,Ojeté,86880,Benzín,92,Manuální
Volkswagen,Golf,95000,2011,Ojeté,211790,Nafta,77,Manuální
Ford,Mondeo,84000,2008,Ojeté,129960,Nafta,74,Manuální
Škoda,Fabia,230000,2016,Ojeté,50859,Benzín,66,Manuální
Volkswagen,Golf,355000,2019,Ojeté,60660,Benzín,96,Manuální
Kia,XCee´d,670000,2025,,8,Hybridní,104,Automatická
Ford,S-MAX,90000,2009,Ojeté,250295,Nafta,129,Manuální
Škoda,Octavia,103000,2012,Ojeté,341500,Nafta,81,Manuální
Ford,Mondeo,200000,2016,Ojeté,243302,Nafta,110,Automatická
Ford,Mondeo,285000,2018,Ojeté,142028,Nafta,132,Automatická
Volkswagen,Golf,199000,2014,Ojeté,191480,Nafta,81,Manuální
Škoda,Fabia,225000,2021,Ojeté,149378,Benzín,70,Manuální
Volkswagen,Passat,240000,2016,Ojeté,279724,Nafta,140,Automatická
Volkswagen,Passat,290000,2015,Ojeté,161959,Benzín,110,Manuální
Opel,Insignia,300000,2017,Ojeté,164480,Nafta,125,Automatická
Volkswagen,Polo,60000,2007,Ojeté,165243,Benzín,47,Manuální
Volkswagen,Polo,250000,2021,Ojeté,69705,CNG + benzín,66,Manuální
Opel,Insignia,250000,2017,Ojeté,176956,Nafta,125,Manuální
Volkswagen,Polo,240000,2018,Ojeté,136276,Benzín,70,Manuální
Volkswagen,Passat,230000,2012,Ojeté,169436,Nafta,103,Automatická
Volkswagen,Passat,240000,2015,Ojeté,249610,Nafta,110,Manuální
Opel,Insignia,380000,2018,Ojeté,59269,Benzín,191,Automatická
Volkswagen,Polo,220000,2015,Ojeté,62678,Benzín,66,Manuální
Volkswagen,Passat,350000,2015,Ojeté,136843,Nafta,140,Manuální
Mitsubishi,Outlander,179000,2015,Ojeté,286000,Nafta,110,Automatická
Opel,Insignia,420000,2018,Ojeté,139126,Benzín,191,Automatická
Volvo,V90,1079000,2024,Ojeté,20726,Hybridní,257,Automatická
Volkswagen,Polo,380000,2019,Ojeté,103827,Benzín,147,Automatická
Ford,Mondeo,365000,2019,Ojeté,150212,Nafta,140,Automatická
Ford,Focus,325000,2020,Ojeté,81980,Benzín,92,Manuální
Opel,Insignia,120000,2010,Ojeté,173701,Benzín,132,Manuální
Ford,Focus,290000,2019,Ojeté,195650,Nafta,110,Manuální
Škoda,Octavia,190000,2014,Ojeté,234560,Nafta,110,Manuální
Volkswagen,Tiguan,250000,2011,Ojeté,187678,Nafta,125,Manuální
Škoda,Octavia,289000,2020,Ojeté,202241,Nafta,85,Manuální
Volkswagen,Tiguan,434000,2017,Ojeté,150645,Nafta,110,Manuální
Škoda,Octavia,305000,2013,Ojeté,86570,Benzín,103,Automatická
Volkswagen,Tiguan,400000,2018,Ojeté,239785,Nafta,110,Automatická
Škoda,Octavia,200000,2016,Ojeté,215296,Nafta,135,Automatická
Ford,Tourneo Custom,1514731,2026,Nové,31,Hybridní,171,Automatická
Volkswagen,Tiguan,300000,2012,Ojeté,143006,Nafta,103,Automatická
Ford,Focus,150000,2019,Ojeté,201457,Benzín,74,Manuální
Ford,Focus,290000,2021,Ojeté,70408,Benzín,92,Manuální
Volkswagen,Tiguan,339000,2013,Ojeté,50761,Benzín,118,Automatická
Ford,Focus,310000,2019,Ojeté,76782,Benzín,92,Automatická
Škoda,Superb,650000,2020,Ojeté,67007,Nafta,110,Automatická
Volkswagen,Touran,225000,2013,Ojeté,174696,Nafta,77,Manuální
Volkswagen,Sharan,150000,2012,Ojeté,325600,Nafta,103,Manuální
Volkswagen,Golf,150000,2011,Ojeté,139623,Nafta,77,Manuální
Škoda,Fabia,200000,2020,Ojeté,157000,Benzín,70,Manuální
Škoda,Superb,280000,2017,Ojeté,315772,Nafta,140,Automatická
Škoda,Superb,160000,2010,Ojeté,234472,Benzín,191,Automatická
Ford,Tourneo Custom,869000,2021,Ojeté,42000,Nafta,96,Manuální
Volvo,XC60,345000,2014,Ojeté,107721,Nafta,120,Automatická
Suzuki,Samurai,165000,1988,Ojeté,139500,Benzín,47,
Škoda,Octavia,430000,2021,Ojeté,137299,Nafta,110,Manuální
Škoda,Superb,280000,2017,Ojeté,211824,Nafta,88,Manuální
Škoda,Roomster,100000,2012,Ojeté,154030,Benzín,51,Manuální
Škoda,Fabia,427000,2022,Ojeté,14310,Benzín,70,Automatická
Audi,A3,145000,2006,Ojeté,81926,Nafta,103,Manuální
Ford,Focus,60000,2008,Ojeté,254900,Benzín,74,Manuální
Škoda,Octavia,239000,2016,Ojeté,244301,Benzín,132,Automatická
Škoda,Superb,349000,2018,Ojeté,162127,Nafta,110,Manuální
Škoda,Octavia,670000,2023,Ojeté,34829,Benzín,110,Automatická
Volkswagen,Passat,389000,2021,Ojeté,187000,Nafta,110,Automatická
Škoda,Fabia,100000,2008,Ojeté,155053,Benzín,51,Manuální
Škoda,Octavia,165000,2008,Ojeté,93244,Benzín,75,Manuální
Volvo,V90,619000,2018,Ojeté,147211,Nafta,147,Automatická
Volkswagen,Touran,175000,2011,Ojeté,234908,Nafta,77,Manuální
Suzuki,SX4,85000,2010,Ojeté,181400,Benzín,82,Manuální
Volkswagen,Golf Sportsvan,285000,2015,Ojeté,118575,Benzín,92,Automatická
Lancia,Phedra,87000,2008,Ojeté,223709,Nafta,100,Manuální
Chrysler,Pacifica,685000,2022,Ojeté,135128,Benzín,214,Automatická
Volkswagen,Tiguan,315000,2012,Ojeté,99847,Nafta,103,Automatická
Subaru,Forester,300000,2016,Ojeté,250202,Benzín,177,Automatická
Volkswagen,Golf Variant,150000,2011,Ojeté,139623,Nafta,77,Manuální
Seat,Ateca,385000,2017,Ojeté,155482,Benzín,110,Manuální
Škoda,Octavia,225000,2017,Ojeté,222675,Nafta,81,Automatická
Škoda,Octavia,265000,2021,Ojeté,312807,Nafta,85,Automatická
Mercedes-Benz,Třídy B,315000,2017,Ojeté,129374,Nafta,80,Automatická
Ford,Ranger,888000,2021,Ojeté,56488,Nafta,157,Automatická
Škoda,Fabia,135000,2012,Ojeté,186105,Benzín,63,Manuální
Audi,Q5,335000,2013,Ojeté,189231,Nafta,180,Automatická
Ford,Ranger,1080000,2024,Ojeté,17658,Nafta,151,Automatická
Volvo,V60,599000,2021,Ojeté,111704,Nafta,145,Automatická
Kia,Sorento,629000,2020,Ojeté,168987,Nafta,148,Automatická
Mercedes-Benz,Třídy C,1279000,2023,Ojeté,23380,Nafta,162,Automatická
Škoda,Karoq,630000,2023,Ojeté,78351,Nafta,110,Automatická
Škoda,Octavia,110000,2012,Ojeté,180429,Benzín,77,Manuální
Kia,Cee´d,47000,2010,Ojeté,315416,Benzín,91,Manuální
Mercedes-Benz,Třídy E,319000,2015,Ojeté,243869,Nafta,190,Automatická
Volkswagen,Sharan,675000,2022,Ojeté,72800,Benzín,110,Automatická
Audi,A4 Avant,435000,2017,Ojeté,132000,Nafta,160,Automatická
Škoda,Fabia,170000,2017,Ojeté,158000,Benzín,81,Manuální
Hyundai,i30,230000,2018,Ojeté,95983,Benzín,88,Manuální
Volkswagen,Tiguan,529000,2022,Ojeté,95500,Benzín,110,Manuální
Peugeot,207,55000,2009,Ojeté,147700,Benzín,70,Manuální
BMW,i4,1290000,2024,Ojeté,38200,Elektro,400,Automatická
Fiat,500,299000,2016,Ojeté,79000,Benzín,103,Manuální
Audi,A6 Avant,999000,2024,Ojeté,19800,Benzín,195,Automatická
Škoda,Octavia,449900,2021,Ojeté,213607,Nafta,147,Automatická
Hyundai,i30,290000,2022,Ojeté,77877,Benzín,88,Manuální
Tesla,Model 3,559890,2020,Ojeté,149518,Elektro,,
BMW,Řada 3,549000,2020,Ojeté,54200,Nafta,120,Automatická
Citroën,C8,45000,2005,Ojeté,199802,Nafta,94,Manuální
Hyundai,i30,210000,2017,Ojeté,156000,Benzín,108,Manuální
Porsche,Cayenne,1499000,2022,Ojeté,30000,Benzín,250,Automatická
BMW,Řada 7,726000,2016,Ojeté,223450,Nafta,195,Automatická
Audi,A6 allroad,2095032,2025,Nové,613,Nafta,253,Automatická
Škoda,Superb,569000,2021,Ojeté,108000,Benzín,140,Automatická
Kia,Sorento,1489980,2026,Nové,0,Hybridní,132,Automatická
Škoda,Superb,1189980,2026,Nové,0,Benzín,150,Automatická
Nissan,X-Trail,89000,2004,Ojeté,254000,Nafta,100,Manuální
Volkswagen,Touran,15000,2009,Ojeté,262000,CNG + benzín,,
Suzuki,Swift,349000,2018,Ojeté,119928,Benzín,103,Manuální
Škoda,Karoq,500000,2019,Ojeté,38374,Benzín,110,Automatická
Audi,Q7,2179743,2026,Nové,9,Nafta,210,Automatická
Fiat,500E,420000,2021,Ojeté,45727,Elektro,87,Automatická
BMW,X3,69000,2004,Ojeté,620000,Nafta,110,Manuální
Škoda,Octavia,400000,2020,Ojeté,172107,Nafta,110,Automatická
Volkswagen,Golf,145000,2009,Ojeté,253000,Benzín,155,Manuální
Volvo,XC40,579000,2020,Ojeté,32475,Benzín,95,Automatická
Toyota,Auris,72000,2007,Ojeté,257000,Nafta,66,Manuální
Mazda,6,327000,2013,Ojeté,155721,Benzín,141,Automatická
Škoda,Superb,299900,2016,Ojeté,221771,Nafta,110,Automatická
Mazda,CX-5,292000,2012,Ojeté,168196,Benzín,118,Automatická
Hyundai,i30,380000,2021,Ojeté,79253,Benzín,117,Automatická
Škoda,Octavia,480000,2021,Ojeté,78973,Benzín,110,Automatická
Mercedes-Benz,Třídy V,1319000,2021,Ojeté,101393,Nafta,174,Automatická
Audi,A7,339000,2013,Ojeté,209463,Nafta,150,Automatická
Hyundai,ix35,252000,2012,Ojeté,136991,Benzín,120,Automatická
Mazda,CX-5,264000,2012,Ojeté,189187,Benzín,121,Manuální
Mercedes-Benz,AMG GT,2000000,2019,Ojeté,86000,Benzín,470,Automatická
Mazda,5,125000,2009,Ojeté,197970,Benzín,85,Manuální
Land Rover,Defender,1299000,2020,Ojeté,95650,Benzín,294,Automatická
Peugeot,4008,245000,2012,Ojeté,85886,Nafta,110,Manuální
Mazda,CX-5,316000,2015,Ojeté,158131,Benzín,118,Manuální
Nissan,Murano,59000,2006,Ojeté,179000,Benzín,183,Automatická
Škoda,Superb,630000,2022,Ojeté,75868,Hybridní,160,Automatická
Škoda,Karoq,568000,2022,Ojeté,99428,Benzín,110,Automatická
Mazda,3,135000,2015,Ojeté,218000,Benzín,74,Manuální
Škoda,Octavia,205000,2016,Ojeté,163000,Nafta,,Manuální
Volvo,XC90,599900,2017,Ojeté,196487,Nafta,177,Automatická
Volkswagen,Passat Variant,609000,2024,Ojeté,92600,Benzín,110,Automatická
Jeep,Compass,215000,2012,Ojeté,137412,Nafta,120,Manuální
Dodge,Challenger,525000,2019,Ojeté,141000,Benzín,227,Automatická
Mercedes-Benz,CLA,750000,2023,Ojeté,62301,Hybridní,160,Automatická
Mercedes-Benz,Viano,299000,2011,Ojeté,367202,Nafta,165,Automatická
Škoda,Octavia,185000,2016,Ojeté,162000,Benzín,81,Manuální
Lexus,IS 250,250000,2009,Ojeté,214821,Benzín,153,Automatická
Volkswagen,Touareg,670000,2018,Ojeté,115000,Nafta,,Automatická
Škoda,Octavia,373000,2021,Ojeté,132025,CNG + benzín,96,Automatická
Škoda,Kodiaq,1100000,2024,Ojeté,3990,Nafta,142,Automatická
Škoda,Karoq,383000,2019,Ojeté,138885,Nafta,85,Manuální
Volkswagen,Tiguan,259000,2011,Ojeté,142000,Nafta,103,Automatická
Mazda,CX-5,272000,2014,Ojeté,193120,Benzín,121,Manuální
Škoda,Superb,499900,2019,Ojeté,134309,Nafta,140,Automatická
Volvo,XC90,70000,2003,Ojeté,461000,Nafta,,Automatická
Škoda,Fabia,65000,2008,Ojeté,202824,Benzín,77,Manuální
Toyota,Rav4,108900,2006,Ojeté,325000,Nafta,130,Manuální
Volkswagen,Passat,100000,2011,Ojeté,416434,Nafta,103,Manuální
Hyundai,Tucson,290000,2016,Ojeté,157134,Nafta,85,Manuální
Hyundai,i30,280000,2021,Ojeté,108645,Benzín,88,Manuální
Tesla,Model Y,910000,2023,Ojeté,41000,Elektro,378,Automatická
Honda,HR-V,619800,2026,Nové,8,Hybridní,96,Automatická
Škoda,Fabia,130000,2012,Ojeté,113299,Benzín,63,Manuální
Honda,CR-V,449800,2018,Ojeté,115730,Benzín,127,Manuální
Volkswagen,Tiguan,226000,2009,Ojeté,208461,Nafta,125,Manuální
Dacia,Lodgy,100000,2013,Ojeté,140200,Benzín,61,Manuální
Ford,Kuga,948375,2026,Nové,15,Benzín,134,Automatická
Volkswagen,Golf,120000,2010,Ojeté,209425,Benzín,90,Manuální
Volkswagen,Tiguan,270000,2014,Ojeté,110421,Benzín,90,Manuální
Škoda,Fabia,80000,2008,Ojeté,173439,Benzín,51,Manuální
Hyundai,i30,300000,2021,Ojeté,81834,Benzín,117,Manuální
Fiat,Panda,60000,2008,Ojeté,36079,Benzín,40,Manuální
Škoda,Kodiaq,745000,2020,Ojeté,103320,Nafta,176,Automatická
MG,ZS,490000,2025,,19686,Benzín,85,Manuální
Škoda,Kodiaq,360000,2017,Ojeté,228626,Benzín,110,Manuální
