znacka,model,cena,rok,stav,najeto,vykon,palivo,kapacita_baterie,prevodovka,pohon
Škoda,Octavia,319000,2021,Ojeté,181878,85,Nafta,0,Manuální,Pohon předních kol
Hyundai,i30,315000,2021,Ojeté,54497,85,Nafta,0,Manuální,Pohon předních kol
Volvo,V60,699000,2021,Ojeté,47044,184,Benzín,0,Automatická,4x4
Škoda,Kodiaq,520000,2021,Ojeté,202617,110,Nafta,0,Automatická,4x4
Hyundai,i30,335000,2021,Ojeté,167040,100,Nafta,0,Automatická,Pohon předních kol
Hyundai,i30,365000,2021,Ojeté,113493,100,Nafta,0,Automatická,Pohon předních kol
Škoda,Kodiaq,565000,2021,Ojeté,195039,147,Nafta,0,Automatická,4x4
Škoda,Octavia,340000,2021,Ojeté,142178,85,Nafta,0,Manuální,Pohon předních kol
Škoda,Scala,305000,2021,Ojeté,130876,81,Benzín,0,Manuální,Pohon předních kol
BMW,Řada 1,595000,2021,Ojeté,103126,140,Nafta,0,Automatická,Pohon předních kol
Škoda,Scala,309000,2021,Ojeté,111060,81,Benzín,0,Manuální,Pohon předních kol
Škoda,Kodiaq,729000,2021,Ojeté,126106,147,Nafta,0,Automatická,4x4
Subaru,Outback,775000,2021,Ojeté,59949,124,Benzín,0,Automatická,4x4
Škoda,Scala,290000,2021,Ojeté,151371,81,Benzín,0,Manuální,Pohon předních kol
Škoda,Octavia,485000,2021,Ojeté,110196,110,Nafta,0,Manuální,Pohon předních kol
Škoda,Fabia,219000,2021,Ojeté,129518,70,Benzín,0,Manuální,Pohon předních kol
Škoda,Fabia,274000,2021,Ojeté,88082,70,Benzín,0,Manuální,Pohon předních kol
Opel,Crossland,319000,2021,Ojeté,55192,81,Benzín,0,Manuální,Pohon předních kol
Hyundai,i30,270000,2021,Ojeté,103940,88,Benzín,0,Manuální,
Škoda,Octavia,438000,2021,Ojeté,49998,110,Benzín,0,Manuální,Pohon předních kol
Dacia,Duster,400000,2021,Ojeté,49509,110,Benzín,0,Automatická,
Toyota,Corolla,409900,2021,Ojeté,149400,112,Hybridní,0,Automatická,Pohon předních kol
Mercedes-Benz,Vito,1076900,2021,Ojeté,198000,174,Nafta,0,Automatická,4x4
Dacia,Duster,296450,2021,Ojeté,105900,84,Nafta,0,Manuální,4x4
Škoda,Karoq,449000,2021,Ojeté,188000,110,Nafta,0,Automatická,4x4
Škoda,Octavia,539000,2021,Ojeté,92200,110,Benzín,0,Automatická,Pohon předních kol
Škoda,Octavia,373000,2021,Ojeté,132025,96,CNG + benzín,0,Automatická,Pohon předních kol
Škoda,Fabia,375000,2021,Ojeté,43000,81,Benzín,0,Manuální,Pohon předních kol
Škoda,Octavia,359000,2021,Ojeté,121166,85,Nafta,0,Manuální,Pohon předních kol
Hyundai,i30,380000,2021,Ojeté,57905,117,Benzín,0,Manuální,
Volkswagen,Arteon Shooting Brake,599000,2021,Ojeté,102403,110,Nafta,0,Automatická,Pohon předních kol
Škoda,Karoq,499900,2021,Ojeté,105500,110,Nafta,0,Automatická,4x4
Škoda,Octavia,349000,2021,Ojeté,138263,85,Nafta,0,Manuální,Pohon předních kol
Peugeot,2008,395000,2021,Ojeté,59600,110,Elektro,50,,
Škoda,Superb,469900,2021,Ojeté,142500,110,Benzín,0,Manuální,
Škoda,Fabia,259888,2021,Ojeté,89520,70,Benzín,0,Manuální,Pohon předních kol
Škoda,Fabia,198000,2021,Ojeté,170601,70,Benzín,0,Manuální,Pohon předních kol
Volkswagen,Arteon Shooting Brake,949000,2021,Ojeté,35000,235,Benzín,0,Automatická,4x4
Hyundai,i30,345000,2021,Ojeté,54650,117,Hybridní,0,Automatická,Pohon předních kol
Hyundai,i30,265000,2021,Ojeté,122199,88,Benzín,0,Manuální,
Mercedes-Benz,GLS,1784750,2021,Ojeté,89077,243,Nafta,0,Automatická,4x4
Seat,Leon,419000,2021,Ojeté,42961,81,Benzín,0,Automatická,Pohon předních kol
Volkswagen,Passat,399000,2021,Ojeté,128420,110,Nafta,0,Manuální,Pohon předních kol
Volkswagen,Golf,389000,2021,Ojeté,234000,85,Nafta,0,Automatická,Pohon předních kol
Škoda,Scala,289900,2021,Ojeté,119900,81,Benzín,0,,
Volkswagen,Arteon,719000,2021,Ojeté,69529,147,Nafta,0,Automatická,4x4
Mercedes-Benz,Třídy E,1840000,2021,Ojeté,67000,450,Benzín,0,Automatická,
Škoda,Enyaq iV,750000,2021,Ojeté,52078,150,Elektro,82,Automatická,Pohon zadních kol
Ford,S-MAX,499000,2021,Ojeté,83318,110,Nafta,0,Manuální,
Škoda,Karoq,539900,2021,Ojeté,146700,110,Nafta,0,Automatická,4x4
Škoda,Octavia,377000,2021,Ojeté,123404,110,Benzín,0,Manuální,Pohon předních kol
